Parcel,Address,Date posted,New,Municipality,Cleveland Ward,Bldgs,Status
134-19-022,4410 Warner Rd,43223,,Cleveland,2,0,Vacant lot
130-03-092,3193 E 121st St,43221,,Cleveland,4,0,Vacant lot
130-05-046,3269 E 126th St,43221,,Cleveland,4,0,Vacant lot
107-02-073,862 Ansel Rd,43220,,Cleveland,9,0,Vacant lot
109-12-054,10625 Greenlawn Ave,43220,,Cleveland,9,0,Vacant lot
109-15-150,10828 Morison Ave,43220,,Cleveland,9,0,Vacant lot
110-01-053,661 Lakeview Rd,43220,,Cleveland,9,0,Vacant lot
110-27-033,12429 Osceola Ave,43220,,Cleveland,9,0,Pending transfer
115-09-027,844 E 150th St,43220,,Cleveland,10,0,Vacant lot
117-16-075,1822 Grantham Rd,43220,,Cleveland,10,0,Vacant lot
120-02-043,10832 Hull Ave,43220,,Cleveland,9,0,Pending transfer
125-27-045,5804 Portage Ave,43220,,Cleveland,5,0,Vacant lot
125-32-084,6615 Ovington Ave,43220,,Cleveland,6,0,Vacant lot
127-23-102,9912 Heath Ave,43220,,Cleveland,6,0,Vacant lot
132-12-009,5810 Fleet Ave,43220,,Cleveland,12,0,Vacant lot
672-05-107,1230 Rozelle Ave,43220,,East Cleveland,,1,Sched for demolition
132-19-008,3981 E 66th St,43217,,Cleveland,12,0,Pending transfer
128-22-078,3121 E 102nd St,43216,,Cleveland,4,0,Vacant lot
132-29-002,6813 Kazimier Ave,43216,,Cleveland,12,1,Unavailable - Demo under contract
132-30-034,4296 E 71st St,43216,,Cleveland,12,0,Vacant lot
672-03-065,1003 E 131st St,43216,,East Cleveland,,0,Vacant lot
108-09-100,644 E 101st St,43213,,Cleveland,10,0,Pending transfer
131-22-038,5708 Dolloff Rd,43213,,Cleveland,12,0,Vacant lot
139-19-078,3693 E 153rd St,43213,,Cleveland,1,0,Vacant lot
671-01-043,1301 E 133rd St,43213,,East Cleveland,,0,Vacant lot
671-17-048,1267 Coit Rd,43213,,East Cleveland,,0,Vacant lot
673-03-027,16012 Elderwood Ave,43213,,East Cleveland,,0,Vacant lot
673-07-061,1735 Eastham Ave,43213,,East Cleveland,,0,Vacant lot
673-09-094,1851 Chapman Ave,43213,,East Cleveland,,0,Vacant lot
105-28-114,1132 E 72nd St,43210,,Cleveland,10,0,Vacant lot
126-37-072,2869 Ambler St,43210,,Cleveland,4,0,Vacant lot
128-17-029,9817 Mount Auburn Ave,43210,,Cleveland,4,0,Vacant lot
132-01-118,3603 E 59th St,43210,,Cleveland,12,0,Vacant lot
672-02-090,12720 Speedway Overlook Ave,43210,,East Cleveland,,0,Vacant lot
673-04-071,1719 Shaw Ave,43210,,East Cleveland,,0,Pending transfer
105-25-036,1144 E 71st St,43209,,Cleveland,7,0,Vacant lot
105-25-040,1122 E 68th St,43209,,Cleveland,7,0,Vacant lot
107-10-021,1256 E 89th St,43209,,Cleveland,7,0,Vacant lot
120-10-117,11604 Moulton Ave,43209,,Cleveland,9,1,Sched for demolition
128-02-079,10819 Grandview Ave,43209,,Cleveland,6,0,Vacant lot
128-20-078,9312 Dickens Ave,43209,,Cleveland,4,0,Vacant lot
671-04-087,13312 Claiborne Rd,43209,,East Cleveland,,0,Vacant lot
671-04-125,13416 Milan Rd,43209,,East Cleveland,,0,Pending transfer
671-04-146,13505 Milan Rd,43209,,East Cleveland,,0,Vacant lot
671-05-106,13617 5th Ave,43209,,East Cleveland,,1,Sched for demolition
671-11-012,14706 Shaw Ave,43209,,East Cleveland,,0,Vacant lot
673-18-008,16025 Nelamere Rd,43209,,East Cleveland,,1,Sched for demolition
673-18-009,16021 Nelamere Rd,43209,,East Cleveland,,1,Sched for demolition
109-11-003,10214 Westchester Ave,43208,,Cleveland,9,0,Vacant lot
109-22-063,1119 E 111th St,43208,,Cleveland,9,0,Vacant lot
110-10-020,750 Thornhill Dr,43208,,Cleveland,9,0,Vacant lot
110-27-092,12334 Chesterfield Ave,43208,,Cleveland,9,0,Vacant lot
123-20-033,2993 Nursery Ave,43208,,Cleveland,5,0,Vacant lot
108-25-106,10600 Elgin Ave,43207,,Cleveland,9,0,Vacant lot
110-05-098,709 E 118th St,43207,,Cleveland,9,0,Vacant lot
005-27-121,9618 Larnder Ave,43206,,Cleveland,15,0,Vacant lot
007-29-076,3142 W 40th St,43206,,Cleveland,14,1,Pending transfer
117-13-102,1854 Haldane Rd,43206,,Cleveland,10,0,Vacant lot
125-14-026,2976 E 67th St,43206,,Cleveland,5,0,Pending transfer
125-35-085,7118 Ivy Ave,43206,,Cleveland,6,0,Pending transfer
132-19-042,4008 E 64th St,43206,,Cleveland,12,0,Vacant lot
135-21-122,3804 E 114th St,43206,,Cleveland,2,0,Vacant lot
546-33-012,13713 North Dr,43206,,Garfield Heights,,0,Vacant lot
672-04-102,1276 Melbourne Rd,43206,,East Cleveland,,1,Sched for demolition
129-28-102,3179 E 123rd St,43203,,Cleveland,4,0,Vacant lot
130-14-106,3329 E 143rd St,43203,,Cleveland,1,0,Vacant lot
139-09-114,3664 E 147th St,43203,,Cleveland,2,0,Vacant lot
007-23-042,2653 W 32nd Pl,43202,,Cleveland,3,0,Pending transfer
016-19-043,3463 W 52nd St,43202,,Cleveland,14,0,Pending transfer
107-08-029,1279 E 79th St,43202,,Cleveland,7,1,Unavailable - Demo under contract
126-05-032,2484 E 89th St,43202,,Cleveland,6,0,Vacant lot
129-09-072,11814 Browning,43202,,Cleveland,6,0,Vacant lot
135-20-078,11005 Revere Ave,43202,,Cleveland,2,1,Unavailable - Demo under contract
672-07-001,1680 Lockwood Ave,43202,,East Cleveland,,0,Vacant lot
117-12-037,1816 Alcoy St,43201,,Cleveland,10,1,Unavailable - Demo under contract
017-03-104,3182 W 94th St,43200,,Cleveland,11,0,Vacant lot
132-15-008,6806 Fleet Ave,43200,,Cleveland,12,0,Vacant lot
139-08-071,3814 E 147th St,43200,,Cleveland,2,0,Vacant lot
131-33-014,3617 E 47th St,43199,,Cleveland,12,0,Vacant lot
128-16-054,9523 Manor Ave,43196,,Cleveland,4,0,Vacant lot
132-06-062,6526 Chambers Ave,43196,,Cleveland,12,0,Vacant lot
672-27-057,1547 Eddington Rd,43196,,East Cleveland,,1,Unavailable - Demo under contract
109-12-055,10629 Greenlawn Ave,43194,,Cleveland,9,0,Vacant lot
109-15-101,10902 Massie Ave,43194,,Cleveland,9,0,Vacant lot
109-17-104,10926 Tacoma Ave,43194,,Cleveland,9,0,Vacant lot
110-23-028,12429 Saywell Ave,43194,,Cleveland,9,1,Unavailable - Demo under contract
129-05-046,12003 Woodland Ave (aka Larchmere),43194,,Cleveland,6,1,Pending transfer
106-21-155,8016 Whitethorn Ave,43193,,Cleveland,7,0,Vacant lot
108-11-101,10303 Marlowe Ave,43193,,Cleveland,9,0,Vacant lot
132-30-072,6822 Rathbun Ave,43193,,Cleveland,12,0,Vacant lot
672-14-156,Wadena St (rear),43192,,East Cleveland,,0,Pending transfer
020-12-121,12609 Mcgowan Ave,43189,,Cleveland,16,0,Vacant lot
108-29-047,10908 Lima Ave,43189,,Cleveland,9,0,Vacant lot
118-33-108,2356 E 74th St,43189,,Cleveland,5,0,Vacant lot
120-10-029,1470 E 116th St,43189,,Cleveland,9,1,Sched for demolition
123-22-100,5070 Pershing Ave,43189,,Cleveland,5,0,Vacant lot
123-31-137,5011 Anson Ave,43189,,Cleveland,5,0,Pending transfer
123-31-144,4921 Anson Ave,43189,,Cleveland,5,0,Vacant lot
125-05-043,6315 Roland Ave,43189,,Cleveland,5,0,Vacant lot
125-14-059,2929 E 65th St,43189,,Cleveland,5,0,Pending transfer
125-27-012,5718 Hamlet Ave,43189,,Cleveland,5,0,Vacant lot
127-24-021,3463 E 102nd St,43189,,Cleveland,6,0,Pending transfer
137-03-086,12802 Benham Ave,43189,,Cleveland,4,0,Vacant lot
672-05-011,1209 N Lockwood Ave,43189,,East Cleveland,,0,Vacant lot
108-06-008,767 E 90th St,43187,,Cleveland,10,0,Vacant lot
108-13-097,10529 Elk Ave,43187,,Cleveland,10,0,Vacant lot
108-24-070,10213 Flora Ave,43187,,Cleveland,9,1,Pending transfer
108-26-048,10532 Bryant Ave,43187,,Cleveland,9,0,Vacant lot
108-26-071,10614 Garfield Ave,43187,,Cleveland,9,0,Pending transfer
109-09-018,10414 Parkgate Ave,43187,,Cleveland,9,0,Vacant lot
105-26-124,1031 E 70th St,43186,,Cleveland,10,0,Vacant lot
117-41-027,2520 Greenvale Rd,43186,,Cleveland,10,0,Vacant lot
671-17-025,1312 E 152nd St,43186,,East Cleveland,,1,Unavailable - Demo under contract
007-28-116,3146 W 43rd St (fr & Rear),43182,,Cleveland,3,0,Vacant lot
020-09-159,,43182,,Cleveland,16,0,Pending transfer
103-31-044,2385 E 38th St,43182,,Cleveland,5,0,Pending transfer
107-09-146,1195 E 83rd St,43182,,Cleveland,7,0,Vacant lot
109-04-041,10217 Parkgate Ave,43182,,Cleveland,9,1,Sched for demolition
110-21-043,11404 Tuscora Ave,43182,,Cleveland,9,0,Vacant lot
110-21-058,11603 Tuscora Ave,43182,,Cleveland,9,0,Vacant lot
117-42-016,2563 Greenvale Rd,43182,,Cleveland,10,0,Vacant lot
118-23-036,2194 E 69th St (fr & Rear),43182,,Cleveland,5,0,Vacant lot
119-28-003,2225 E 79th St,43182,,Cleveland,6,0,Vacant lot
120-04-094,1378 E 115th St,43182,,Cleveland,9,0,Pending transfer
127-11-156,9104 Harris Ave,43182,,Cleveland,6,0,Vacant lot
128-17-013,9806 Parkview Ave,43182,,Cleveland,4,0,Vacant lot
671-02-077,13517 Beaumont St,43182,,East Cleveland,,0,Vacant lot
671-02-088,13404 Gainsboro Ave,43182,,East Cleveland,,0,Vacant lot
671-03-101,1423 E 134th St,43182,,East Cleveland,,0,Vacant lot
671-04-120,13516 Milan Rd,43182,,East Cleveland,,0,Vacant lot
671-06-046,13604 4th Ave,43182,,East Cleveland,,1,Sched for demolition
671-11-008,14720 Shaw Ave,43182,,East Cleveland,,0,Vacant lot
671-11-155,14600 Strathmore Ave,43182,,East Cleveland,,0,Vacant lot
671-17-034,1419 Coit Rd,43182,,East Cleveland,,0,Vacant lot
671-19-041,13811 Shaw Ave,43182,,East Cleveland,,0,Vacant lot
672-04-137,1195 Carlyon Rd,43182,,East Cleveland,,0,Vacant lot
672-05-188,1166 Bender Ave,43182,,East Cleveland,,0,Vacant lot
672-05-190,1162 Bender Ave,43182,,East Cleveland,,0,Vacant lot
672-11-086,1705 Holyoke Ave,43182,,East Cleveland,,0,Vacant lot
672-24-017,1862 Rosemont Rd,43182,,East Cleveland,,1,Unavailable - Demo under contract
672-24-088,1913 Van Buren Rd,43182,,East Cleveland,,1,Unavailable - Demo under contract
673-08-017,1856 Chapman Ave,43182,,East Cleveland,,0,Pending transfer
104-17-075,1422 E 61st St,43180,,Cleveland,7,0,Pending transfer
106-05-060,7802 Decker Ave,43180,,Cleveland,7,0,Vacant lot
107-03-096,966 Maud St,43180,,Cleveland,9,0,Vacant lot
107-14-122,1329 E 89th St,43180,,Cleveland,7,0,Vacant lot
108-04-045,661 E 94th St,43180,,Cleveland,10,0,Vacant lot
110-04-094,638 E 124th St,43180,,Cleveland,10,0,Vacant lot
110-27-032,12431 Osceola Ave,43180,,Cleveland,9,0,Pending transfer
111-12-004,501 E 125th St,43180,,Cleveland,8,0,Vacant lot
115-30-109,930 Nye Rd,43180,,Cleveland,8,0,Pending transfer
129-14-099,2797 E 117th St,43180,,Cleveland,6,0,Pending transfer
131-20-051,3434 E 51st St,43180,,Cleveland,5,0,Vacant lot
131-21-090,3457 E 52nd St,43180,,Cleveland,5,0,Vacant lot
683-05-046,3857 Montevista Rd,43180,,Cleveland Heights,,1,Pending transfer
687-14-027,3472 Meadowbrook Blvd,43180,,Cleveland Heights,,1,Pending transfer
109-22-117,1104 E 113th St,43179,,Cleveland,9,0,Vacant lot
110-04-057,604 Eddy Rd,43179,,Cleveland,10,0,Pending transfer
142-04-062,4151 E 146th St,43179,,Cleveland,1,0,Vacant lot
671-01-191,13521 Mann Ave,43179,,East Cleveland,,0,Pending transfer
138-23-006,4403 E 143rd St,43178,,Cleveland,1,0,Vacant lot
016-12-126,4566 Sackett Ave,43175,,Cleveland,14,1,Sched for demolition
110-10-006,737 E 118th St,43175,,Cleveland,9,0,Vacant lot
125-33-014,6815 Consul Ave,43175,,Cleveland,6,0,Vacant lot
129-25-161,12609 Parkhill Ave,43175,,Cleveland,4,0,Vacant lot
130-20-090,3465 E 118th St,43175,,Cleveland,2,0,Pending transfer
133-15-026,7707 Jones Rd,43175,,Cleveland,12,0,Vacant lot
134-01-060,7204 Claasen Ave,43175,,Cleveland,12,0,Vacant lot
303-20-031,21975 Cottonwood Dr,43175,,Rocky River,,1,Under renovation
129-09-064,11717 Browning Ave,43174,,Cleveland,6,0,Vacant lot
130-22-035,3472 E 126 Street,43174,,Cleveland,4,0,Vacant lot
006-04-111,7803 Dudley Ave,43173,,Cleveland,15,0,Vacant lot
130-18-006,3301 E 145th St,43173,,Cleveland,1,0,Vacant lot
781-17-122,5627 South Blvd,43173,,Maple Heights,,0,Pending transfer
112-02-148,13508 Eaglesmere Ave,43172,,Cleveland,8,0,Pending transfer
115-14-137,1170 E 148th St,43172,,Cleveland,10,0,Vacant lot
125-17-032,6805 Berwick Rd,43172,,Cleveland,5,0,Pending transfer
135-03-069,10106 Anderson Ave,43172,,Cleveland,6,0,Vacant lot
671-04-040,1544 E 133rd St,43172,,East Cleveland,,0,Vacant lot
672-07-051,1782 Delmont Ave,43172,,East Cleveland,,0,Pending transfer
016-22-139,3578 W 49th St,43171,,Cleveland,14,0,Vacant lot
128-20-022,3126 E 94th St,43171,,Cleveland,4,0,Vacant lot
130-10-033,,43171,,Cleveland,4,0,Pending transfer
139-09-022,3701 E 144th St,43171,,Cleveland,2,0,Pending transfer
125-10-003,3121 E 65th St,43170,,Cleveland,5,0,Vacant lot
125-26-070,5878 Cable Ave,43170,,Cleveland,5,0,Pending transfer
131-21-095,3443 E 52nd St,43170,,Cleveland,5,0,Pending transfer
130-07-100,3234 E 132nd St,43168,,Cleveland,4,0,Vacant lot
687-07-090,3425 Kildare Rd,43168,,Cleveland Heights,,0,Pending transfer
106-22-121,1523 E 84th St,43167,,Cleveland,7,0,Vacant lot
110-29-038,1272 E 125th St,43167,,Cleveland,9,0,Vacant lot
672-07-077,1779 Elberon Ave,43167,,East Cleveland,,0,Pending transfer
672-14-033,12708 Forest Hill Ave,43167,,East Cleveland,,0,Pending transfer
673-10-056,1860 Charles Rd,43167,,East Cleveland,,0,Pending transfer
107-14-149,1340 E 90th St,43165,,Cleveland,7,0,Vacant lot
108-22-048,10203 Columbia Ave,43165,,Cleveland,9,0,Vacant lot
109-13-106,10824 Gooding Ave,43165,,Cleveland,9,0,Vacant lot
109-23-111,1171 E 111th St,43165,,Cleveland,9,0,Pending transfer
120-04-108,1353 E 114th St,43165,,Cleveland,9,1,Pending transfer
016-19-077,3438 W 52nd St,43160,,Cleveland,14,1,Pending transfer
112-25-097,14928 Sylvia Ave,43160,,Cleveland,8,0,Vacant lot
117-08-049,1717 Burgess Rd,43160,,Cleveland,10,0,Vacant lot
117-09-024,1740 Avalon Rd,43160,,Cleveland,10,0,Pending transfer
128-24-019,11213 Melba Ave,43160,,Cleveland,4,0,Vacant lot
140-12-074,16607 Talford Ave,43160,,Cleveland,1,1,Pending transfer
671-01-056,1253 E 133rd St,43160,,East Cleveland,,0,Vacant lot
671-06-035,13318 4th Ave,43160,,East Cleveland,,0,Vacant lot
671-16-005,14318 Woodworth Rd,43160,,East Cleveland,,1,Unavailable - Demo under contract
673-02-010,1725 Coit Rd,43160,,East Cleveland,,0,Vacant lot
110-27-075,12335 Phillips Ave,43159,,Cleveland,9,0,Vacant lot
135-07-102,3569 E 105th St,43159,,Cleveland,2,0,Vacant lot
137-01-056,3550 E 118th St,43159,,Cleveland,2,0,Vacant lot
673-12-062,1865 Allendale Ave,43158,,East Cleveland,,0,Pending transfer
103-23-006,4112 Cedar Ave,43154,,Cleveland,5,0,Vacant lot
133-18-104,7207 Indiana Ave,43154,,Cleveland,12,0,Vacant lot
671-02-095,13512 Gainsboro Ave,43154,,East Cleveland,,0,Vacant lot
673-04-032,1753 North Taylor Rd,43154,,East Cleveland,,0,Vacant lot
673-07-060,1737 Eastham Ave,43154,,East Cleveland,,0,Vacant lot
020-02-033,13427 Wainfleet Ave,43153,,Cleveland,16,1,Unavailable - Demo under contract
021-23-072,3266 W 123rd St,43153,,Cleveland,16,1,Unavailable - Demo under contract
108-21-105,9800 Empire Ave,43153,,Cleveland,9,0,Vacant lot
671-18-123,1274 E 142nd St,43153,,East Cleveland,,0,Pending transfer
137-03-037,12506 Oakfield Ave,43152,,Cleveland,4,0,Vacant lot
115-04-036,1000 E 141st St,43146,,Cleveland,10,0,Vacant lot
123-31-113,4920 Frazee Ave,43146,,Cleveland,5,0,Vacant lot
127-15-005,9604 Kinsman Rd,43146,,Cleveland,6,0,Vacant lot
127-16-108,9409 Easton Ave,43146,,Cleveland,6,0,Vacant lot
128-19-054,10706 Mount Auburn Ave,43146,,Cleveland,4,0,Vacant lot
137-10-103,12613 Craven Ave,43146,,Cleveland,4,1,Sched for demolition
671-17-047,1273 Coit Rd,43146,,East Cleveland,,0,Pending transfer
673-03-004,1705 Collamer St,43146,,East Cleveland,,0,Vacant lot
125-30-021,3364 E 66th St,43145,,Cleveland,6,0,Vacant lot
125-31-091,3371 E 70th St,43145,,Cleveland,6,0,Vacant lot
106-07-058,1418 E 81st St,43144,,Cleveland,7,1,Pending transfer
130-04-115,3341 E 121st St,43144,,Cleveland,4,0,Vacant lot
133-20-056,3842 E 72nd St,43144,,Cleveland,12,0,Vacant lot
672-02-110,12719 Speedway Overlook Ave,43144,,East Cleveland,,0,Pending transfer
672-05-132,1187 Bender Ave,43144,,East Cleveland,,1,Sched for demolition
105-31-145,1073 E 78th St,43143,,Cleveland,9,0,Vacant lot
108-20-056,807 E 95th St,43143,,Cleveland,9,0,Vacant lot
108-21-053,9808 Yale Ave,43143,,Cleveland,9,0,Vacant lot
108-25-023,720 Parkwood Dr,43143,,Cleveland,9,0,Vacant lot
121-34-058,11313 Notre Dame Ave,43143,,Cleveland,6,0,Pending transfer
125-31-076,3388 E 70th St,43143,,Cleveland,6,0,Vacant lot
127-24-137,3469 E 103rd St,43143,,Cleveland,6,0,Vacant lot
128-23-026,3250 E 116th St,43143,,Cleveland,4,0,Pending transfer
671-03-096,1443 E 134th St,43143,,East Cleveland,,0,Vacant lot
671-17-026,1316 E 152nd St,43142,,East Cleveland,,1,Unavailable - Demo under contract
016-19-093,3421 W 54th St,43140,,Cleveland,14,0,Vacant lot
106-21-082,8003 Cory Ave,43140,,Cleveland,7,0,Vacant lot
107-05-126,8101 Simon Ave,43140,,Cleveland,9,0,Pending transfer
111-12-114,505 E 126 St,43140,,Cleveland,8,0,Vacant lot
125-12-083,6539 Lederer Ave,43140,,Cleveland,5,0,Vacant lot
134-13-150,8009 Force Ave,43140,,Cleveland,2,0,Pending transfer
671-01-060,1237 E 133rd St,43140,,East Cleveland,,0,Vacant lot
671-02-030,13323 E 134 St,43140,,East Cleveland,,1,Unavailable - Demo under contract
671-11-153,14608 Strathmore Ave,43140,,East Cleveland,,0,Vacant lot
671-17-073,1418 Coit Ave,43140,,East Cleveland,,0,Vacant lot
671-18-154,1324 E 143rd St,43140,,East Cleveland,,0,Vacant lot
671-19-001,1326 E 143rd St,43140,,East Cleveland,,0,Vacant lot
672-05-178,1200 Bender Ave,43140,,East Cleveland,,0,Vacant lot
672-14-023,1886 Wadena St,43140,,East Cleveland,,0,Pending transfer
673-01-023,1743 Noble Rd,43140,,East Cleveland,,1,Sched for demolition
109-18-093,10614 Olivet Ave,43138,,Cleveland,9,0,Pending transfer
109-23-074,1173 E 112th St,43138,,Cleveland,9,0,Vacant lot
110-04-099,622 E 124th St,43138,,Cleveland,10,0,Vacant lot
110-12-053,959 Eddy Rd,43138,,Cleveland,10,0,Vacant lot
111-11-074,12502 Cornado Ave,43138,,Cleveland,8,0,Vacant lot
137-10-083,12600 Craven Ave,43138,,Cleveland,4,1,Pending transfer
683-09-067,1479 Parkhill Rd,43138,,Cleveland Heights,,1,Pending transfer
115-02-063,881 E 141st St,43136,,Cleveland,10,1,Sched for demolition
115-14-003,14525 Coit Rd,43136,,Cleveland,10,0,Vacant lot
125-34-059,3424 E 72nd St,43136,,Cleveland,6,0,Vacant lot
125-35-024,3456 E 72nd St,43136,,Cleveland,6,0,Vacant lot
127-23-098,9822 Heath Ave,43136,,Cleveland,6,0,Vacant lot
131-27-036,3594 Sykora Rd,43136,,Cleveland,12,0,Vacant lot
137-02-021,12217 Oakfield Ave,43136,,Cleveland,4,0,Vacant lot
007-19-027,3236 Seymour Ave,43133,,Cleveland,3,0,Pending transfer
015-23-044,3794 W 36th St,43133,,Cleveland,14,0,Pending transfer
106-04-101,7418 Decker Ave,43132,,Cleveland,7,0,Vacant lot
106-05-039,7711 Redell Ave,43132,,Cleveland,7,0,Vacant lot
106-07-098,1400 E 84th St,43132,,Cleveland,7,0,Vacant lot
106-10-073,7316 Melrose Ave,43132,,Cleveland,7,0,Vacant lot
107-14-108,1346 E 89th St,43132,,Cleveland,7,0,Vacant lot
112-17-097,15308 Shiloh Rd (rear),43132,,Cleveland,8,0,Vacant lot
116-20-014,736 E 165th St,43132,,Cleveland,8,0,Pending transfer
130-04-091,3308 E 123rd St,43132,,Cleveland,4,0,Vacant lot
671-03-038,1474 E 133rd St,43132,,East Cleveland,,0,Vacant lot
672-04-154,1265 Carlyon Rd,43132,,East Cleveland,,0,Pending transfer
107-03-005,952 Wheelock Rd,43131,,Cleveland,9,0,Vacant lot
109-03-192,10013 Parkgate Ave,43130,,Cleveland,9,0,Vacant lot
110-31-025,1217 E 114,43130,,Cleveland,9,0,Vacant lot
115-30-067,937 Nathaniel Rd,43130,,Cleveland,8,1,Unavailable - Demo under contract
128-16-045,9412 Manor Ave,43130,,Cleveland,4,0,Vacant lot
134-11-128,4334 E 72nd St,43130,,Cleveland,12,0,Pending transfer
110-08-080,639 E 128th St,43127,,Cleveland,10,1,Sched for demolition
126-02-075,2538 E 81st St,43127,,Cleveland,6,0,Vacant lot
128-21-049,9805 Hilgert Dr,43127,,Cleveland,4,0,Vacant lot
672-05-027,1273 N Lockwood Ave,43127,,East Cleveland,,0,Vacant lot
005-26-099,2121 W 95th St,43126,,Cleveland,15,0,Vacant lot
020-09-166,,43126,,Cleveland,16,0,Pending transfer
105-23-017,1232 Addison Rd,43126,,Cleveland,7,0,Vacant lot
105-26-018,1018 E 71st St,43126,,Cleveland,10,0,Vacant lot
108-20-063,808 E 95th St,43126,,Cleveland,9,0,Vacant lot
108-27-037,10729 Earle Ave,43126,,Cleveland,9,0,Pending transfer
108-27-063,10821 Bryant Ave,43126,,Cleveland,9,0,Pending transfer
108-29-054,753 Parkwood Dr,43126,,Cleveland,9,0,Vacant lot
109-02-031,9209 Columbia Ave,43126,,Cleveland,9,0,Pending transfer
109-03-127,9709 Adams Ave,43126,,Cleveland,9,0,Vacant lot
109-18-072,10711 Hathaway Ave,43126,,Cleveland,9,0,Vacant lot
120-13-015,1443 Lakeview Rd,43126,,Cleveland,9,0,Pending transfer
120-22-096,1528 E 120th St,43126,,Cleveland,9,0,Pending transfer
120-33-034,1913 Woodlawn Ave,43126,,Cleveland,6,0,Pending transfer
120-33-058,12604 Forest Hill Ave,43126,,Cleveland,6,0,Pending transfer
127-27-113,3408 E 114th St,43126,,Cleveland,4,0,Vacant lot
128-19-037,10513 Mount Auburn Ave,43126,,Cleveland,4,0,Vacant lot
129-22-001,2971 E 116th St,43126,,Cleveland,4,0,Vacant lot
133-19-014,3909 E 71st St,43126,,Cleveland,12,0,Pending transfer
671-09-052,1618 Holyoke Ave,43126,,East Cleveland,,0,Vacant lot
671-10-119,14216 Strathmore Ave,43126,,East Cleveland,,0,Vacant lot
671-11-079,14712 Ardenall Ave,43126,,East Cleveland,,0,Vacant lot
671-12-139,13916 Potomac Ave,43126,,East Cleveland,,0,Vacant lot
671-13-033,14513 Potomac Ave,43126,,East Cleveland,,0,Vacant lot
671-17-097,14627 Elm Ave,43126,,East Cleveland,,1,Unavailable - Demo under contract
671-18-016,14000 Woodworth Rd,43126,,East Cleveland,,1,Unavailable - Demo under contract
671-18-128,1248 E 142nd St,43126,,East Cleveland,,0,Vacant lot
671-20-005,1341 E 141st St,43126,,East Cleveland,,0,Vacant lot
671-20-042,14310 Elm Ave,43126,,East Cleveland,,1,Sched for demolition
672-05-041,2030 Hayden Ave,43126,,East Cleveland,,0,Vacant lot
672-06-113,1395 E 125th St,43126,,East Cleveland,,0,Vacant lot
672-23-020,1901 Belmore Ave,43126,,East Cleveland,,0,Vacant lot
672-23-068,1867 Knowles St,43126,,East Cleveland,,0,Vacant lot
